UUID_v4,repo,location,path,translation_needed,english,translation,context,key,delim
77340120-e861-42b7-a6a4-8eafb29f8da1,qa-crowdsourcing-app,src/components/organisms/Game/ReviewQuestion,qa-crowdsourcing-app/src/components/organisms/Game/ReviewQuestion,yes,The answer shouldn't change a lot,Svarið breytist ekki mikið,,[[translation:77340120-e861-42b7-a6a4-8eafb29f8da1]],/
78431932-9dae-4300-9505-0aba46fcda5d,qa-crowdsourcing-app,src/components/organisms/Forms/PinCodeScreen/index.tsx,qa-crowdsourcing-app/src/components/organisms/Forms/PinCodeScreen/index.tsx,yes,Resend,Senda aftur,,[[translation:78431932-9dae-4300-9505-0aba46fcda5d]],/
78d06c58-3368-44ef-b0b6-135f6a9f4936,qa-crowdsourcing-app,src/components/organisms/Game/SelectSpan/index.tsx,qa-crowdsourcing-app/src/components/organisms/Game/SelectSpan/index.tsx,yes,Go back,Til baka,,[[translation:78d06c58-3368-44ef-b0b6-135f6a9f4936]],/
78f8e09e-b039-44f9-bbbe-fd134d603d6a,qa-crowdsourcing-app,src/components/organisms/Game/SelectSpan/index.tsx,qa-crowdsourcing-app/src/components/organisms/Game/SelectSpan/index.tsx,yes,"If you can't see the answer in this paragraph, then we will delete it.",Ef þú sérð ekki svarið hér þá eyðum við þessari efnisgrein.,,[[translation:78f8e09e-b039-44f9-bbbe-fd134d603d6a]],/
7923fe3c-e9c7-44cb-bdf0-dad4c39b8daf,,src/components/organisms/Users/ScoreCard/index.tsx,,yes,Answers,Svör,,[[translation:7923fe3c-e9c7-44cb-bdf0-dad4c39b8daf]],/
7d5f2e8b-be14-4e44-9456-9d942b43ca95,qa-crowdsourcing-app,src/components/atoms/Cards/PrizeItem/index.tsx,qa-crowdsourcing-app/src/components/atoms/Cards/PrizeItem/index.tsx,maybe,,Farið,The month,[[translation:7d5f2e8b-be14-4e44-9456-9d942b43ca95]],/
80a89a34-0646-44a9-a169-5daf07edc421,qa-crowdsourcing-app,src/components/organisms/Game/WriteQuestion/index.tsx,qa-crowdsourcing-app/src/components/organisms/Game/WriteQuestion/index.tsx,yes,You can ask about,Þú gætir spurt um,The month,[[translation:80a89a34-0646-44a9-a169-5daf07edc421]],/
80a9c4a8-ca73-4819-ad5c-53d0ac4215a9,,,,yes,You haven't asked any questions yet. Your questions will appear here,Þú hefur ekki spurt neinar spurningar enn þá. Þínar spurningar birtast hér,"A subject for an email sent to user with a verification code to reset their password. The [Game name] is the name of the app in the app store. In Icelandic it was ""Spurningar.is"" but it could be anything",[[translation:80a9c4a8-ca73-4819-ad5c-53d0ac4215a9]],/
81e89af0-22cc-47d5-a7fd-20db983021b6,qa-crowdsourcing-api,src/models/Users/index.ts,qa-crowdsourcing-api/src/models/Users/index.ts,yes,Email incorrectly formatted,Tölvupóstfang er á röngu sniði,"A subject for an email sent to user with a verification code to confirm their registration. The [Game name] is the name of the app in the app store. In Icelandic it was ""Spurningar.is"" but it could be anything",[[translation:81e89af0-22cc-47d5-a7fd-20db983021b6]],/
82363b73-5494-4ef3-bca6-9c0a3f2c1110,qa-crowdsourcing-app,src/services/Chests/index.ts,qa-crowdsourcing-app/src/services/Chests/index.ts,maybe,,Allir taka þátt,An error message shown to a user when they enter the incorrect number of digits for verification code,[[translation:82363b73-5494-4ef3-bca6-9c0a3f2c1110]],/
8474d3ed-c4d0-4c3f-a627-83e374cbe4cc,,,,yes,🙋,🙋,The month,[[translation:8474d3ed-c4d0-4c3f-a627-83e374cbe4cc]],/
85936485-09df-41a1-b19a-163832d182f6,qa-crowdsourcing-app,src/components/atoms/Cards/PrizeCategory/index.tsx,qa-crowdsourcing-app/src/components/atoms/Cards/PrizeCategory/index.tsx,maybe,,vinningar í þessum flokki,An error message shown to a user when registering and they provide an ill-formatted email,[[translation:85936485-09df-41a1-b19a-163832d182f6]],/
86cf4916-78a4-428a-a536-6da032839372,,,,yes,Agreement,Heiðursmannasamkomulag,An error message shown to a user when registering and they pickan email that is not available,[[translation:86cf4916-78a4-428a-a536-6da032839372]],/
87d2af96-17a8-46d7-994f-459469f4ea76,qa-crowdsourcing-app,src/components/organisms/Game/ReviewQuestion,qa-crowdsourcing-app/src/components/organisms/Game/ReviewQuestion,yes,I believe that this question can be answered in 2-3 sentences or less.,Ég held að það sé hægt að svara þessari spurningu í 2-3 setningum eða styttra.,This is shown as an error message when user registers but does not provide an email,[[translation:87d2af96-17a8-46d7-994f-459469f4ea76]],/
87dce2ce-f100-4ae6-841d-bb66e77ce1e9,qa-crowdsourcing-api,src/models/Users/index.ts,qa-crowdsourcing-api/src/models/Users/index.ts,yes,Username must be at least 4 characters,Notendanafn verður að vera amk. 4 stafir,The month,[[translation:87dce2ce-f100-4ae6-841d-bb66e77ce1e9]],/
88f09b07-c184-4bf3-a8c3-2234190ff741,qa-crowdsourcing-api,src/routes/api/announcement/interface.ts,qa-crowdsourcing-api/src/routes/api/announcements/interface.ts,yes,september,september,The weekday,[[translation:88f09b07-c184-4bf3-a8c3-2234190ff741]],/
89d019d5-f291-414c-a161-fbca90593a6d,,,,yes,🧕,🧕,,[[translation:89d019d5-f291-414c-a161-fbca90593a6d]],/
8a6e3047-e77f-4c85-b713-2e93e2c26d6a,qa-crowdsourcing-app,src/components/atoms/Loaders/CenterBox/index.tsx,qa-crowdsourcing-app/src/components/atoms/Loaders/CenterBox/index.tsx,yes,Cancel search,Hætta við leit,The month,[[translation:8a6e3047-e77f-4c85-b713-2e93e2c26d6a]],/
8e0b57d4-0c0f-49a3-af15-35a6bc5d1e08,qa-crowdsourcing-app,src/components/organisms/Overlay/OpenBox/index.tsx,qa-crowdsourcing-app/src/components/organisms/Overlay/OpenBox/index.tsx,maybe,,Þú ert kominn í pottinn!,The month,[[translation:8e0b57d4-0c0f-49a3-af15-35a6bc5d1e08]],/
9010208c-3c45-4358-87a1-a61ea3252037,qa-crowdsourcing-app,src/services/UserLevels/index.ts,qa-crowdsourcing-app/src/services/UserLevels/index.ts,yes,Valedictorian,Dúx,The month,[[translation:9010208c-3c45-4358-87a1-a61ea3252037]],/
96041362-685c-4aa6-9ecc-8a7a8819fef3,qa-crowdsourcing-api,src/routes/api/announcement/interface.ts,qa-crowdsourcing-api/src/routes/api/announcements/interface.ts,yes,March,mars,The month,[[translation:96041362-685c-4aa6-9ecc-8a7a8819fef3]],/
979b9bb9-66b0-42c2-8b1e-76d16a109d5b,,,,yes,👏,👏,The month,[[translation:979b9bb9-66b0-42c2-8b1e-76d16a109d5b]],/
99cce31d-82f5-455f-af84-e83ca96b52e7,qa-crowdsourcing-app,src/views/AuthCode/index.tsx,qa-crowdsourcing-app/src/views/AuthCode/index.tsx,yes,Confirmation code has been sent to,Staðfestingarkóði hefur verið sendur á,The weekday,[[translation:99cce31d-82f5-455f-af84-e83ca96b52e7]],/
9af276ad-fc7f-4342-893c-e174bbf87ff6,qa-crowdsourcing-app,src/components/organisms/Game/ReviewQuestion,qa-crowdsourcing-app/src/components/organisms/Game/ReviewQuestion,yes,Understandable Question,Skiljanleg spurning,,[[translation:9af276ad-fc7f-4342-893c-e174bbf87ff6]],/
9d378a47-8350-4ade-8f4b-10f7ba5488d0,,,,yes,Sign Out,Útskráning,The month,[[translation:9d378a47-8350-4ade-8f4b-10f7ba5488d0]],/
9de4b7aa-e2da-4d0a-afa9-f0ea3abe3eb4,qa-crowdsourcing-api,src/routes/api/announcement/interface.ts,qa-crowdsourcing-api/src/routes/api/announcements/interface.ts,yes,July,júlí,The month,[[translation:9de4b7aa-e2da-4d0a-afa9-f0ea3abe3eb4]],/
9df058c6-a144-4b75-976a-2997f67f7349,qa-crowdsourcing-app,src/services/UserLevels/index.ts,qa-crowdsourcing-app/src/services/UserLevels/index.ts,yes,Beginner,Byrjandi,This is shown as an error message when user registers but does not provide a password,[[translation:9df058c6-a144-4b75-976a-2997f67f7349]],/
9eb6138d-bbb5-447b-9440-a9b1f1062b43,qa-crowdsourcing-app,src/components/organisms/Users/ScoreCard/index.tsx,qa-crowdsourcing-app/src/components/organisms/Users/ScoreCard/index.tsx,maybe,,Spurningar,This is shown as an error message to a user when the password given is too short,[[translation:9eb6138d-bbb5-447b-9440-a9b1f1062b43]],/
9ed9d5ea-217b-4e61-9928-62a1150522fc,qa-crowdsourcing-app,src/components/organisms/Game/SelectSpan/index.tsx,qa-crowdsourcing-app/src/components/organisms/Game/SelectSpan/index.tsx,yes,"Is the answer either ""Yes"" or ""No""?",Er svarið annaðhvort já eða nei?,,[[translation:9ed9d5ea-217b-4e61-9928-62a1150522fc]],/
a0891da8-8741-4867-a3c4-7bb927896c41,qa-crowdsourcing-app,src/services/Chests/index.ts,qa-crowdsourcing-app/src/services/Chests/index.ts,maybe,Unicorn,Hvítir Hrafnar,,[[translation:a0891da8-8741-4867-a3c4-7bb927896c41]],/
a131ec39-c67f-49be-82c2-d3081d72e020,,,,yes,Get a new password,Fá nýtt lykilorð,,[[translation:a131ec39-c67f-49be-82c2-d3081d72e020]],/
a197b9af-1812-4cef-9d50-c46dc49bc4e2,,,,yes,Old answers,Gömul svör,The weekday,[[translation:a197b9af-1812-4cef-9d50-c46dc49bc4e2]],/
a1f4560f-51dc-4c01-bd09-041a635b7116,qa-crowdsourcing-app,src/components/organisms/Game/EndOfRound/index.tsx,qa-crowdsourcing-app/src/components/organisms/Game/EndOfRound/index.tsx,yes,Well done!,Vel gert!,The month,[[translation:a1f4560f-51dc-4c01-bd09-041a635b7116]],/
a2248f5c-8b7b-427c-9ec1-8aa0ec234fee,qa-crowdsourcing-api,src/routes/api/announcement/interface.ts,qa-crowdsourcing-api/src/routes/api/announcements/interface.ts,yes,Saturday,laugardag,-,[[translation:a2248f5c-8b7b-427c-9ec1-8aa0ec234fee]],/
a35858d0-09d8-4ca9-9150-49eb550346db,,,,yes,🤝,🤝,The weekday,[[translation:a35858d0-09d8-4ca9-9150-49eb550346db]],/
a4f02bcc-cce6-45ec-bdf5-3a1f836feb15,qa-crowdsourcing-api,src/models/Users/index.ts,qa-crowdsourcing-api/src/models/Users/index.ts,yes,Username not available,Notendanafn er ekki laust,The weekday,[[translation:a4f02bcc-cce6-45ec-bdf5-3a1f836feb15]],/
a937537e-a7d5-4852-be69-e09c00a6b43f,qa-crowdsourcing-app,src/components/organisms/Game/ReviewQuestion,qa-crowdsourcing-app/src/components/organisms/Game/ReviewQuestion,yes,"If so, we will remove the question.",Ef svo er þá munum við eyða henni.,The weekday,[[translation:a937537e-a7d5-4852-be69-e09c00a6b43f]],/
aaff353b-120b-4fbf-8ff4-9bcceafe539e,qa-crowdsourcing-api,src/models/Users/statics.ts,qa-crowdsourcing-api/src/models/Users/statics.ts,yes,User not found with email: ${email},User not found with email: ${email},-,[[translation:aaff353b-120b-4fbf-8ff4-9bcceafe539e]],/
ace9972a-b728-4555-be11-82f52b9e6e74,qa-crowdsourcing-app,src/components/organisms/Game/ReviewQuestion,qa-crowdsourcing-app/src/components/organisms/Game/ReviewQuestion,yes,It is clear what the author of the question is asking for,Það er skýrt hvað höfundur spurningarinnar á við.,This is shown as an error message when user registers but does not provide a username,[[translation:ace9972a-b728-4555-be11-82f52b9e6e74]],/
af6dd160-a6bf-4f3d-bf96-268b93599a9a,qa-crowdsourcing-api,src/routes/api/announcement/interface.ts,qa-crowdsourcing-api/src/routes/api/announcements/interface.ts,yes,Wednesday,miðvikudag,An error message shown to a user when registering and they pick an username that is not long enough,[[translation:af6dd160-a6bf-4f3d-bf96-268b93599a9a]],/
b0325be3-7704-4cf7-838d-b87e44910121,,,,yes,Copied,Afritað,An error message shown to a user when registering and they pick an username that is not available,[[translation:b0325be3-7704-4cf7-838d-b87e44910121]],/
b1e80198-9c0f-433b-b352-0a7d84dbc635,qa-crowdsourcing-app,src/components/atoms/cards/AnswerItem/index,qa-crowdsourcing-app/src/components/atoms/cards/AnswerItem/index,yes,No ,Nei,The weekday,[[translation:b1e80198-9c0f-433b-b352-0a7d84dbc635]],/
b22d0fda-88ca-4efd-81c0-b224e38fa4c2,qa-crowdsourcing-app,src/services/CountDownLabel/index.ts,qa-crowdsourcing-app/src/services/CountDownLabel/index.ts,maybe,Min,Mín,An error message shown to a user when verifying an account that has already been verified,[[translation:b22d0fda-88ca-4efd-81c0-b224e38fa4c2]],/
b529825f-fa0a-417c-8432-d30a7b56f35c,,,,yes,Welcome back!,Velkomin/n aftur!,,[[translation:b529825f-fa0a-417c-8432-d30a7b56f35c]],/
b5f212d7-7751-4abf-af59-7e8553b26cd8,,,,yes,Log in,Skrá inn,,[[translation:b5f212d7-7751-4abf-af59-7e8553b26cd8]],/
b6b03fca-33b6-4cd9-adb6-d93d9535cd11,qa-crowdsourcing-app,src/components/atoms/cards/AnswerItem/index,qa-crowdsourcing-appsrc/components/atoms/cards/AnswerItem/index,yes,User was not able to find the answer,Notandi fann ekki svarið,,[[translation:b6b03fca-33b6-4cd9-adb6-d93d9535cd11]],
b6d3182e-3b8b-4b3c-92b8-8264a7ddd645,,,,yes,😒,😒,,[[translation:b6d3182e-3b8b-4b3c-92b8-8264a7ddd645]],
b87d4fe0-094d-4062-b215-237136000155,qa-crowdsourcing-api,src/models/Users/index.ts,qa-crowdsourcing-api/src/models/Users/index.ts,yes,Email missing,Það vantar tölvupóstfang,-,[[translation:b87d4fe0-094d-4062-b215-237136000155]],
ba0e0ff2-a9e9-460a-81bb-59fc8faecccc,,,,yes,spurningar.is,Spurningar.is,,[[translation:ba0e0ff2-a9e9-460a-81bb-59fc8faecccc]],
bbc46ed8-6b61-4909-949f-af938119d579,,,,yes,Create an account,Búa til aðgang,,[[translation:bbc46ed8-6b61-4909-949f-af938119d579]],
bbeac5e8-68b8-4c10-98f1-269857ba9347,qa-crowdsourcing-app,src/routing/index.tsx,qa-crowdsourcing-appsrc/routing/index.tsx,yes,Profile,Ég,,[[translation:bbeac5e8-68b8-4c10-98f1-269857ba9347]],
be737f7e-1b79-4893-805c-8739912cb70d,qa-crowdsourcing-api,src/routes/api/v1/prizes/readAll/index.ts,qa-crowdsourcing-api/src/routes/api/v1/prizes/readAll/index.ts,maybe,,komast í LVL,-,[[translation:be737f7e-1b79-4893-805c-8739912cb70d]],
bfaf4b4a-1fa8-414a-ba11-4d753bdd20bd,,,,yes,I have an account,Ég er með aðgang,,[[translation:bfaf4b4a-1fa8-414a-ba11-4d753bdd20bd]],
c067890d-fb0d-4fb4-b169-8ad288a38866,qa-crowdsourcing-api,src/models/Users/index.ts,qa-crowdsourcing-api/src/models/Users/index.ts,yes,Change password [Game name],Breyta lykilorði Spurningar.is,-,[[translation:c067890d-fb0d-4fb4-b169-8ad288a38866]],
c24cdc16-0a15-4c6c-b042-9da5e5a06142,,,,yes,I have an account,Ég er með aðgang,,[[translation:c24cdc16-0a15-4c6c-b042-9da5e5a06142]],
c2b441ce-7f73-4664-a51f-067601786e1d,qa-crowdsourcing-app,src/components/atoms/cards/AnswerItem/index.tsx,qa-crowdsourcing-appsrc/components/atoms/cards/AnswerItem/index.tsx,yes,An answer hasn't been found yet,Ekkert svar fundist enn,,[[translation:c2b441ce-7f73-4664-a51f-067601786e1d]],
c2b7cf3e-86f1-431e-bb12-d4b5a89f382c,qa-crowdsourcing-api,src/models/Users/index.ts,qa-crowdsourcing-api/src/models/Users/index.ts,yes,Confirmation Code [Game name],Staðfestingarkóði Spurningar.is,-,[[translation:c2b7cf3e-86f1-431e-bb12-d4b5a89f382c]],
c2bd0aec-d055-41fe-81d8-3ff560c1e534,qa-crowdsourcing-api,src/routes/api/announcement/interface.ts,qa-crowdsourcing-api/src/routes/api/announcements/interface.ts,yes,February,febrúar,-,[[translation:c2bd0aec-d055-41fe-81d8-3ff560c1e534]],
c35d4988-1f40-401b-88a8-552871a987cd,qa-crowdsourcing-app,src/components/organisms/Game/SelectSpan/index.tsx,qa-crowdsourcing-appsrc/components/organisms/Game/SelectSpan/index.tsx,yes,No Answer,Ekkert svar,,[[translation:c35d4988-1f40-401b-88a8-552871a987cd]],
c3b2e703-6e25-40da-b3d3-c7d2ae4f42fc,qa-crowdsourcing-app,src/components/organisms/Game/GoogleSearch/index.tsx,qa-crowdsourcing-appsrc/components/organisms/Game/GoogleSearch/index.tsx,yes,Sometimes there just isn't an answer,Það gerist af og til að ekkert svar finnst.,,[[translation:c3b2e703-6e25-40da-b3d3-c7d2ae4f42fc]],
c3d4773c-75ad-4240-9657-b5e221c94d74,qa-crowdsourcing-app,src/services/UserLevels/index.ts,qa-crowdsourcing-appsrc/services/UserLevels/index.ts,yes,Teacher,Kennari,,[[translation:c3d4773c-75ad-4240-9657-b5e221c94d74]],
c71ca2d5-22ec-4d4d-85f8-799d2860c62f,,,,yes,Share,Deila,,[[translation:c71ca2d5-22ec-4d4d-85f8-799d2860c62f]],
c8cd3722-adf2-4377-8ccd-5676419f9f9b,qa-crowdsourcing-app,src/components/organisms/Game/ReviewQuestion,qa-crowdsourcing-appsrc/components/organisms/Game/ReviewQuestion,yes,I think the answer should be the same no matter who answers the question or what day of the way it is asked,"Ég held að svarið sé svipað, sama hvern maður spyr eða hvaða dag vikunnar er spurt.",,[[translation:c8cd3722-adf2-4377-8ccd-5676419f9f9b]],
c9138e47-8cd5-4804-8d63-aae658f3e2c1,qa-crowdsourcing-app,src/components/molecules/Users/Info/index.tsx,qa-crowdsourcing-appsrc/components/molecules/Users/Info/index.tsx,yes,on the leaderboard,á stigatöflunni,,[[translation:c9138e47-8cd5-4804-8d63-aae658f3e2c1]],
ca3392df-1aab-478c-99f6-1659b7021980,qa-crowdsourcing-app,src/components/organisms/Overlay/LevelProgress/index.tsx,qa-crowdsourcing-appsrc/components/organisms/Overlay/LevelProgress/index.tsx,yes,to lvl,að lvl,,[[translation:ca3392df-1aab-478c-99f6-1659b7021980]],
ca5523c3-7fcb-487c-8e2c-64e992eafefc,qa-crowdsourcing-app,src/routing/index.tsx,qa-crowdsourcing-appsrc/routing/index.tsx,yes,Play,Spila,,[[translation:ca5523c3-7fcb-487c-8e2c-64e992eafefc]],
cc04c157-b887-40f6-8a7a-d0e80b5dbdec,qa-crowdsourcing-app,src/views/ArticleReader/index.tsx,qa-crowdsourcing-appsrc/views/ArticleReader/index.tsx,yes,Does this paragraph contain the answer?,Inniheldur þessi efnsgrein svarið við spurningunni?,,[[translation:cc04c157-b887-40f6-8a7a-d0e80b5dbdec]],
cc168d22-e389-4b80-8f7d-8039d21e9638,,,,yes,You get a prestige token next to your avatar,Þú færð merki hjá fígúrunni þinni,,[[translation:cc168d22-e389-4b80-8f7d-8039d21e9638]],
ccc9e3dd-39ca-4e0f-a381-3073f06ae8a9,qa-crowdsourcing-api,src/routes/api/announcement/interface.ts,qa-crowdsourcing-api/src/routes/api/announcements/interface.ts,yes,august,ágúst,-,[[translation:ccc9e3dd-39ca-4e0f-a381-3073f06ae8a9]],
cdba63bc-8764-4360-8f6d-d17b6da0b769,,,,yes,I need an account,Mig vantar aðgang,,[[translation:cdba63bc-8764-4360-8f6d-d17b6da0b769]],
ce9b3903-f33a-4ae6-b932-3ff5ffa06bd9,,,,yes,🤓,🤓,,[[translation:ce9b3903-f33a-4ae6-b932-3ff5ffa06bd9]],
d26ce084-2e0c-4fb3-9241-1e2bc0e5e7a6,qa-crowdsourcing-api,src/routes/api/announcement/interface.ts,qa-crowdsourcing-api/src/routes/api/announcements/interface.ts,yes,Monday,mánudag,-,[[translation:d26ce084-2e0c-4fb3-9241-1e2bc0e5e7a6]],
d692f3e6-c4e9-47b4-8fdb-e080669ee68b,qa-crowdsourcing-api,src/models/Questions/index.ts,qa-crowdsourcing-api/src/models/Questions/index.ts,maybe,Question must end in question mark,Question must end in question mark,-,[[translation:d692f3e6-c4e9-47b4-8fdb-e080669ee68b]],
d6ffe4e3-4a31-44f4-8961-b36d343400c2,qa-crowdsourcing-app,src/views/AuthCode/index.tsx,qa-crowdsourcing-appsrc/views/AuthCode/index.tsx,yes,Confirmation code,Staðfestingarkóði,,[[translation:d6ffe4e3-4a31-44f4-8961-b36d343400c2]],
d940ddd4-1050-4d02-8490-f418f094d50e,,,,yes,"I also understand that if my contribution violates this pact, I will not have a chance to win any prizes.",Ég skil einnig að ef mitt framlag brýtur gegn þessu heiðursmannasamkomulagi þá mun ég ekki eiga möguleika á að vinna vinninga.,,[[translation:d940ddd4-1050-4d02-8490-f418f094d50e]],
d9e95a1f-d9e9-4f89-8c98-baca4805b55e,qa-crowdsourcing-app,src/components/organisms/Game/WriteQuestion/index.tsx,qa-crowdsourcing-appsrc/components/organisms/Game/WriteQuestion/index.tsx,yes,The question is too short,Spurningin er ekki nógu löng,,[[translation:d9e95a1f-d9e9-4f89-8c98-baca4805b55e]],
dde6ca46-20e4-4ee9-b3ef-2fda486360d3,,,,yes,Email,Netfang,,[[translation:dde6ca46-20e4-4ee9-b3ef-2fda486360d3]],x
de0f29ad-e669-4cc8-94f5-13f37d3a6680,,,,yes,My password,Mitt lykilorð,,[[translation:de0f29ad-e669-4cc8-94f5-13f37d3a6680]],
defd268e-7e37-4d39-a898-bfc1d8615169,,,,yes,👫,👫,,[[translation:defd268e-7e37-4d39-a898-bfc1d8615169]],
e27afca3-cc31-481f-9735-df2f9dfd4350,qa-crowdsourcing-api,src/routes/api/announcement/interface.ts,qa-crowdsourcing-api/src/routes/api/announcements/interface.ts,yes,January,janúar,-,[[translation:e27afca3-cc31-481f-9735-df2f9dfd4350]],
e455478b-c64c-46c9-a5c0-c88446558008,,,,yes,The link has been copied to your clipboard,Afritun á hlekk tókst,,[[translation:e455478b-c64c-46c9-a5c0-c88446558008]],
e64d9651-83b0-4444-b5b2-5fb2a1428624,qa-crowdsourcing-app,src/components/organisms/Game/GoogleSearch/index.tsx,qa-crowdsourcing-appsrc/components/organisms/Game/GoogleSearch/index.tsx,yes,"No results, try another search query","Ekkert fannst, prófaðu annan leitarstreng",,[[translation:e64d9651-83b0-4444-b5b2-5fb2a1428624]],
e65b7ce4-027f-4a5f-a821-333a71d1804b,qa-crowdsourcing-app,src/components/organisms/Game/GoogleSearch/index.tsx,qa-crowdsourcing-appsrc/components/organisms/Game/GoogleSearch/index.tsx,yes,I can't find the answer,Ég finn ekki svarið,,[[translation:e65b7ce4-027f-4a5f-a821-333a71d1804b]],
e762e8f0-30b5-4b38-9d0a-d072e85b6d15,qa-crowdsourcing-app,src/components/organisms/Game/Utils/SpanSelector/index.tsx,qa-crowdsourcing-appsrc/components/organisms/Game/Utils/SpanSelector/index.tsx,yes,Do you want to edit your choice?,Viltu breyta valinu?,,[[translation:e762e8f0-30b5-4b38-9d0a-d072e85b6d15]],
e7b7d7ef-397a-4f09-a408-16fdabd6a0c4,,,,yes,Start playing,Hefja leik,,[[translation:e7b7d7ef-397a-4f09-a408-16fdabd6a0c4]],
e7d3ddaf-5f0d-42cd-97a8-97bd47bb44e6,qa-crowdsourcing-api,src/models/Users/index.ts,qa-crowdsourcing-api/src/models/Users/index.ts,yes,Username missing,Það vantar notandanafn,-,[[translation:e7d3ddaf-5f0d-42cd-97a8-97bd47bb44e6]],
e947297f-ca51-49a8-8679-a56b69e43d99,qa-crowdsourcing-api,src/routes/api/announcement/interface.ts,qa-crowdsourcing-api/src/routes/api/announcements/interface.ts,yes,November,nóvember,-,[[translation:e947297f-ca51-49a8-8679-a56b69e43d99]],
ed3713df-4b8b-447a-b97b-e5b0bc29e399,qa-crowdsourcing-app,src/components/organisms/Game/ReviewAnswer/index.tsx,qa-crowdsourcing-appsrc/components/organisms/Game/ReviewAnswer/index.tsx,yes,If the answer is incorrect then we will delete it,Ef svarið er vitlaust merkt þá eyðum við svarinu.,,,
edd26d32-2fba-47af-bf38-f2e53a708482,qa-crowdsourcing-api,src/routes/api/announcement/interface.ts,qa-crowdsourcing-api/src/routes/api/announcements/interface.ts,yes,October,október,-,[[translation:edd26d32-2fba-47af-bf38-f2e53a708482]],
ee544bdc-6141-4ee8-ab7f-fa6a78cf5c5f,,,,yes,🤸,🤸,,[[translation:ee544bdc-6141-4ee8-ab7f-fa6a78cf5c5f]],
eeec7d49-6ba9-45f6-ba92-3c6d6c899ddb,qa-crowdsourcing-app,src/components/atoms/cards/AnswerItem/index,qa-crowdsourcing-appsrc/components/atoms/cards/AnswerItem/index,yes,Tap here to find the answer your self,Ýttu hér til að finna svarið sjálf/ur,,[[translation:eeec7d49-6ba9-45f6-ba92-3c6d6c899ddb]],
f0a05edd-4af1-4cb2-92ce-cc1de6bb6423,,,,yes,🤔,🤔,,[[translation:f0a05edd-4af1-4cb2-92ce-cc1de6bb6423]],
f1af8ed8-14f6-491d-ab60-cf24c9434138,qa-crowdsourcing-app,src/components/organisms/Users/ScoreCard/index.tsx,qa-crowdsourcing-appsrc/components/organisms/Users/ScoreCard/index.tsx,maybe,,Yfirfarin svör,,[[translation:f1af8ed8-14f6-491d-ab60-cf24c9434138]],
f1c66777-721a-4389-b680-6b74994242dd,,,,yes,"I pledge to play the game with integrity. I will write understandable questions, I will answer to the best of my ability and review questions and answers to the best of my ability.","Ég heiti því að spila leikinn af heilindum. Ég mun skrifa skiljanlegar spurningar, ég mun svara eftir minni bestu getu og fara yfir spurningar og svör eftir minni bestu samvisku.",,[[translation:f1c66777-721a-4389-b680-6b74994242dd]],x
f4d47e66-2a3b-4884-b6dc-072523624da1,qa-crowdsourcing-api,src/routes/api/announcement/interface.ts,qa-crowdsourcing-api/src/routes/api/announcements/interface.ts,yes,December,desember,-,[[translation:f4d47e66-2a3b-4884-b6dc-072523624da1]],
f61875f1-9689-4062-af19-f58323279e65,,,,yes,Today,í dag,,[[translation:f61875f1-9689-4062-af19-f58323279e65]],
f6ab86ad-bc49-4f38-b326-dac2617651b7,,,,yes,You keep your position on the leaderboard,Þú heldur þínu sæti á stigatöflununi,,[[translation:f6ab86ad-bc49-4f38-b326-dac2617651b7]],
f79ee784-1409-4baa-9bb8-d99bb85ede8c,qa-crowdsourcing-app,src/components/organisms/Game/ReviewAnswer/index.tsx,qa-crowdsourcing-appsrc/components/organisms/Game/ReviewAnswer/index.tsx,yes,Are there too many answers marked?,Eru of mörg orð valin?,,[[translation:f79ee784-1409-4baa-9bb8-d99bb85ede8c]],
f9afe8c8-ea5e-495b-a96c-0e1ab5007d44,,,,yes,Password (again),Lykilorð (aftur),,[[translation:f9afe8c8-ea5e-495b-a96c-0e1ab5007d44]],
fa7a48e5-0b40-4a24-9edb-ef614c645e13,qa-crowdsourcing-app,src/components/organisms/Game/Utils/SpanSelector/index.tsx,qa-crowdsourcing-appsrc/components/organisms/Game/Utils/SpanSelector/index.tsx,yes,Tap the text to choose again,Smelltu aftur á textann til að velja aftur,,[[translation:fa7a48e5-0b40-4a24-9edb-ef614c645e13]],
faceb97a-63cc-48e1-9b5b-7917546711b2,qa-crowdsourcing-api,src/models/Users/statics.ts,qa-crowdsourcing-api/src/models/Users/statics.ts,yes,Passwords need to match,Lykilorð verða að vera eins,-,[[translation:faceb97a-63cc-48e1-9b5b-7917546711b2]],
fcf6cdd8-0f87-4fbc-b11c-5ac09432f813,qa-crowdsourcing-app,src/views/ArticleReader/index.tsx,qa-crowdsourcing-appsrc/views/ArticleReader/index.tsx,yes,Unable to fetch article,Ekki tókst að sækja grein,,[[translation:fcf6cdd8-0f87-4fbc-b11c-5ac09432f813]],
fd1f418f-135f-4b13-b28b-eb6a543cc579,qa-crowdsourcing-app,src/components/organisms/Game/WriteQuestion/index.tsx,qa-crowdsourcing-appsrc/components/organisms/Game/WriteQuestion/index.tsx,yes,The question should end with a question mark,Spurningin verður að enda á spurningarmerki,,[[translation:fd1f418f-135f-4b13-b28b-eb6a543cc579]],
